7.455661062547010332e+00,-2.335784161998890163e+00,1.141529473001275496e+00
1.390145872631110002e+01,-3.050835413276220098e+00,1.262352088414886442e+00
1.085598310215859996e+01,-4.897422892658510385e+00,7.947687727016320425e-01
1.731731834677049875e+01,-6.145458193088419563e+00,7.568472064137420352e-01
4.974338585441000049e+00,-5.709909802826589775e+00,6.227475564923429935e-02
1.159624155636410059e+01,-8.044123416405639659e+00,1.324163426374329877e-01
1.562055111366790072e+01,-1.943393798160830022e+00,1.235789586926595129e+00
1.839398023639810020e+01,-8.367532401904460571e+00,6.097063295970824859e-01
7.355729209608400154e+00,-1.465496802795680065e+00,1.279940489916713497e+00
1.266670554596930032e+01,-5.187313245632689807e+00,8.394158002571255883e-01
6.373294610553419837e+00,-8.736110998084770429e+00,1.007950513934769039e-02
4.539543368690649672e+00,-3.940208338969390045e+00,3.095474919941570979e-01
1.339453022403180071e+01,-7.563624638482000506e-01,1.541680505650917521e+00
8.470405077398760696e+00,-6.669519305555150268e+00,1.152568713319244154e-01
1.717418345124459833e+01,-4.282359611475840211e+00,1.152271778779690337e+00
9.981476281792859950e+00,-3.284043468860910142e+00,1.108525439975886595e+00
1.971771400619759973e+01,-1.070497656147930021e+00,1.485821979096005663e+00
2.516948123509060053e+00,-7.075826347223480361e+00,5.807780930419139537e-03
3.060873887478369859e+00,-1.935917999362569974e-02,2.420959203881646538e+00
1.485071365134790078e+01,-7.362063625711019910e+00,5.457195201952462771e-01
2.000000000000000000e+00,-7.500000000000000000e+00,3.636087193107182675e-03
2.000000000000000000e+01,-7.500000000000000000e+00,4.254226025279035928e-01
8.500000000000000000e+00,0.000000000000000000e+00,1.054904032107365719e+00
8.500000000000000000e+00,-9.000000000000000000e+00,2.956363812860585139e-02
1.897702855275879941e+01,-7.402855833352080417e+00,7.783346442037213375e-01
7.835718620368949949e+00,-2.854540024559749867e+00,1.119811301830766936e+00
1.785624735800750074e+01,-7.852919946574339782e+00,7.846573049025055147e-01
1.223076038095829965e+01,-4.223873415113689744e-01,1.570683279466414062e+00
5.501440318284689823e+00,-6.072058096469850064e+00,6.028594009325440733e-02
6.505837022060790176e+00,-7.027779930329420388e+00,4.283110215310864666e-02
1.630105620293349844e+01,-1.911152449045659951e+00,1.334727259468124982e+00
3.889393716252279809e+00,-4.743519430073710019e+00,9.059640891404059648e-02
1.000000000000000000e+01,-1.000000000000000000e+00,1.364745245405025953e+00
7.500000000000000000e+00,-4.000000000000000000e+00,5.802590316365932033e-01
1.200000000000000000e+01,-6.500000000000000000e+00,4.460756367408105216e-01
1.530000000000000071e+01,-8.599999999999999645e+00,3.156153603482446668e-01
3.000000000000000000e+00,-1.500000000000000000e+00,1.598344509027376903e+00
4.000000000000000000e+00,-8.000000000000000000e+00,3.213528058342248351e-03
8.500000000000000000e+00,-7.500000000000000000e+00,7.898520032898846688e-02
