9.773357348323224869e+01,5.361821038566697339e+00
9.741319657384477182e+01,5.105499887593992092e+00
1.032863646408266334e+02,5.945006124418207527e+00
9.922364997500230288e+01,5.533151093040027391e+00
9.309659718460814304e+01,4.646764419521503875e+00
1.496798538693131491e+02,1.066041402367848789e+01
1.409683283874164488e+02,-2.610308142962734479e+01
1.493245068995388465e+02,1.064647066376818962e+01
1.445577323074392382e+02,9.755016414070620812e+00
1.473004907797905787e+02,1.012601230801991647e+01
1.155510062360113999e+01,4.349175717974688715e-01
1.192225578605870240e+01,4.930741880256565013e-01
1.116796210796291611e+01,2.838402880781786264e-01
1.171996387297851427e+01,4.157636436010199166e-01
1.149534919704036362e+01,4.754130135342982122e-01
4.547568456783083235e+01,9.058250179868229113e-01
4.097600306516381607e+01,2.411355007272699691e-01
4.638083851353876952e+01,1.245828595582200160e+00
4.607486339028609734e+01,9.935015706493756094e-01
4.467258334991161206e+01,6.719534290462223503e-01
1.369948830960538260e+02,9.985219069384278612e+00
1.355715896451741287e+02,9.593817262480817121e+00
1.450990658022750210e+02,1.110421000926127455e+01
1.338568698010062690e+02,9.365472283287022748e+00
1.354649291400339735e+02,9.887800726330175038e+00
1.563075220371891021e+02,1.173522848661114892e+01
1.657516084539867620e+02,1.296799434911657656e+01
1.678719724122086348e+02,1.317643684501985746e+01
1.607638755212497585e+02,1.194825231876937366e+01
1.568313838892062506e+02,1.181759557152332896e+01
5.782934457703031050e+00,8.901496316887631821e-02
5.887380117802899271e+00,1.603638489054245442e-01
5.667274170424161817e+00,1.339019170871001974e-01
5.419329999043910995e+00,1.164184114518139052e-01
6.075636582311608969e+00,1.751703461287436869e-01
1.755374711316181617e+02,1.175810848606844772e+01
1.655715313464567089e+02,1.024613316304759181e+01
1.607899628000215273e+02,9.394646297170101690e+00
1.574931758303982292e+02,8.812944657532316484e+00
1.763951350713927582e+02,1.182477109360034362e+01
8.403360391087483094e+01,4.050772643770257808e+00
8.412998482256055865e+01,3.959433772691562048e+00
8.467730901361420592e+01,3.993245619586812456e+00
8.367627311722425532e+01,3.992820380144485259e+00
8.374935761086753416e+01,4.237408382844011889e+00
